time [сек];Mz;epsilon;omega;alpha;Iт;delta_р.в.;Mzp;V;Lp
7.466;0.0;0.0;-0.0002432415792536236;3.9991591138602818;38.8;-5.278890351374456;0;0;0
7.467;3.552713678800501e-15;0.0;-0.0002432415792536236;3.9991588706187025;38.8;-5.278890030295572;0;0;0
7.468;1.7763568394002505e-15;5.1469756292051195e-14;-0.00024324157925357213;3.999158627377123;38.8;-5.2788897092166875;0;0;0
7.469;0.0;2.5734878146025597e-14;-0.0002432415792535464;3.999158384135544;38.8;-5.278889388137802;0;0;0
7.47;0.0;0.0;-0.0002432415792535464;3.9991581408939645;38.8;-5.278889067058918;0;0;0
7.471;0.0;0.0;-0.0002432415792535464;3.999157897652385;38.8;-5.278888745980033;0;0;0
7.472;0.0;0.0;-0.0002432415792535464;3.999157654410806;38.8;-5.278888424901148;0;0;0
7.473;1.7763568394002505e-15;0.0;-0.0002432415792535464;3.9991574111692265;38.8;-5.278888103822264;0;0;0
7.474;3.552713678800501e-15;2.5734878146025597e-14;-0.0002432415792535207;3.999157167927647;38.8;-5.2788877827433796;0;0;0
7.475;0.0;5.1469756292051195e-14;-0.00024324157925346922;3.999156924686068;38.8;-5.278887461664494;0;0;0
7.476;0.0;0.0;-0.00024324157925346922;3.9991566814444885;38.8;-5.278887140585609;0;0;0
7.477;0.0;0.0;-0.00024324157925346922;3.9991564382029092;38.8;-5.278886819506725;0;0;0
7.478;0.0;0.0;-0.00024324157925346922;3.99915619496133;38.8;-5.27888649842784;0;0;0
7.479;3.552713678800501e-15;0.0;-0.00024324157925346922;3.9991559517197506;38.8;-5.278886177348956;0;0;0
7.48;0.0;5.1469756292051195e-14;-0.00024324157925341774;3.9991557084781713;38.8;-5.278885856270071;0;0;0
7.481;0.0;0.0;-0.00024324157925341774;3.999155465236592;38.8;-5.278885535191186;0;0;0
7.482;0.0;0.0;-0.00024324157925341774;3.9991552219950126;38.8;-5.278885214112301;0;0;0
7.483;0.0;0.0;-0.00024324157925341774;3.9991549787534333;38.8;-5.278884893033416;0;0;0
7.484;0.0;0.0;-0.00024324157925341774;3.999154735511854;38.8;-5.278884571954532;0;0;0
7.485;0.0;0.0;-0.00024324157925341774;3.9991544922702746;38.8;-5.278884250875647;0;0;0
7.486;0.0;0.0;-0.00024324157925341774;3.9991542490286953;38.8;-5.278883929796763;0;0;0
7.487;0.0;0.0;-0.00024324157925341774;3.999154005787116;38.8;-5.278883608717877;0;0;0
7.488;0.0;0.0;-0.00024324157925341774;3.9991537625455367;38.8;-5.278883287638993;0;0;0
7.489;3.552713678800501e-15;0.0;-0.00024324157925341774;3.9991535193039573;38.8;-5.278882966560109;0;0;0
7.49;0.0;5.1469756292051195e-14;-0.00024324157925336627;3.999153276062378;38.8;-5.278882645481223;0;0;0
7.491;0.0;0.0;-0.00024324157925336627;3.9991530328207987;38.8;-5.278882324402339;0;0;0
7.492;0.0;0.0;-0.00024324157925336627;3.9991527895792194;38.8;-5.278882003323454;0;0;0
7.493;0.0;0.0;-0.00024324157925336627;3.99915254633764;38.8;-5.278881682244569;0;0;0
7.494;-1.7763568394002505e-15;0.0;-0.00024324157925336627;3.9991523030960607;38.8;-5.278881361165684;0;0;0
7.495;3.552713678800501e-15;-2.5734878146025597e-14;-0.000243241579253392;3.9991520598544814;38.8;-5.278881040086801;0;0;0
7.496;0.0;5.1469756292051195e-14;-0.00024324157925334052;3.999151816612902;38.8;-5.2788807190079154;0;0;0
7.497;0.0;0.0;-0.00024324157925334052;3.9991515733713228;38.8;-5.27888039792903;0;0;0
7.498;0.0;0.0;-0.00024324157925334052;3.9991513301297434;38.8;-5.278880076850146;0;0;0
7.499;-3.552713678800501e-15;0.0;-0.00024324157925334052;3.999151086888164;38.8;-5.278879755771261;0;0;0
7.5;0.0;-5.1469756292051195e-14;-0.000243241579253392;3.999150843646585;38.8;-5.278879434692377;0;0;0
7.501;0.0;0.0;-0.000243241579253392;3.9991506004050055;38.8;-5.278879113613492;0;0;0
7.502;0.0;0.0;-0.000243241579253392;3.999150357163426;38.8;-5.2788787925346075;0;0;0
7.503;0.0;0.0;-0.000243241579253392;3.999150113921847;38.8;-5.278878471455722;0;0;0
7.504;0.0;0.0;-0.000243241579253392;3.9991498706802675;38.8;-5.278878150376838;0;0;0
7.505;0.0;0.0;-0.000243241579253392;3.999149627438688;38.8;-5.278877829297953;0;0;0
7.506;0.0;0.0;-0.000243241579253392;3.999149384197109;38.8;-5.278877508219068;0;0;0
7.507;0.0;0.0;-0.000243241579253392;3.9991491409555295;38.8;-5.278877187140184;0;0;0
7.508;0.0;0.0;-0.000243241579253392;3.99914889771395;38.8;-5.278876866061299;0;0;0
7.509;0.0;0.0;-0.000243241579253392;3.999148654472371;38.8;-5.278876544982414;0;0;0
7.51;-3.552713678800501e-15;0.0;-0.000243241579253392;3.9991484112307916;38.8;-5.278876223903529;0;0;0
7.511;3.552713678800501e-15;-5.1469756292051195e-14;-0.00024324157925344347;3.9991481679892122;38.8;-5.2788759028246455;0;0;0
7.512;0.0;5.1469756292051195e-14;-0.000243241579253392;3.999147924747633;38.8;-5.27887558174576;0;0;0
7.513;0.0;0.0;-0.000243241579253392;3.9991476815060536;38.8;-5.278875260666875;0;0;0
7.514;0.0;0.0;-0.000243241579253392;3.9991474382644743;38.8;-5.278874939587991;0;0;0
7.515;-1.7763568394002505e-15;0.0;-0.000243241579253392;3.999147195022895;38.8;-5.278874618509105;0;0;0
7.516;0.0;-2.5734878146025597e-14;-0.00024324157925341772;3.9991469517813156;38.8;-5.278874297430221;0;0;0
7.517;0.0;0.0;-0.00024324157925341772;3.9991467085397363;38.8;-5.278873976351337;0;0;0
7.518;0.0;0.0;-0.00024324157925341772;3.999146465298157;38.8;-5.278873655272452;0;0;0
7.519;0.0;0.0;-0.00024324157925341772;3.9991462220565777;38.8;-5.278873334193567;0;0;0
7.52;0.0;0.0;-0.00024324157925341772;3.9991459788149983;38.8;-5.278873013114682;0;0;0
7.521;0.0;0.0;-0.00024324157925341772;3.999145735573419;38.8;-5.278872692035797;0;0;0
7.522;0.0;0.0;-0.00024324157925341772;3.9991454923318397;38.8;-5.278872370956913;0;0;0
7.523;0.0;0.0;-0.00024324157925341772;3.9991452490902604;38.8;-5.278872049878029;0;0;0
7.524;0.0;0.0;-0.00024324157925341772;3.999145005848681;38.8;-5.278871728799143;0;0;0
7.525;0.0;0.0;-0.00024324157925341772;3.9991447626071017;38.8;-5.278871407720259;0;0;0
7.526;0.0;0.0;-0.00024324157925341772;3.9991445193655224;38.8;-5.278871086641374;0;0;0
7.527;0.0;0.0;-0.00024324157925341772;3.999144276123943;38.8;-5.278870765562489;0;0;0
7.528;0.0;0.0;-0.00024324157925341772;3.9991440328823638;38.8;-5.278870444483605;0;0;0
7.529;0.0;0.0;-0.00024324157925341772;3.9991437896407844;38.8;-5.27887012340472;0;0;0
7.53;0.0;0.0;-0.00024324157925341772;3.999143546399205;38.8;-5.278869802325835;0;0;0
7.531;0.0;0.0;-0.00024324157925341772;3.999143303157626;38.8;-5.27886948124695;0;0;0
7.532;-1.7763568394002505e-15;0.0;-0.00024324157925341772;3.9991430599160465;38.8;-5.278869160168066;0;0;0
7.533;0.0;-2.5734878146025597e-14;-0.00024324157925344344;3.999142816674467;38.8;-5.278868839089181;0;0;0
7.534;0.0;0.0;-0.00024324157925344344;3.999142573432888;38.8;-5.278868518010297;0;0;0
7.535;0.0;0.0;-0.00024324157925344344;3.9991423301913085;38.8;-5.278868196931412;0;0;0
7.536;0.0;0.0;-0.00024324157925344344;3.999142086949729;38.8;-5.2788678758525265;0;0;0
7.537;-3.552713678800501e-15;0.0;-0.00024324157925344344;3.99914184370815;38.8;-5.278867554773642;0;0;0
7.538;0.0;-5.1469756292051195e-14;-0.0002432415792534949;3.9991416004665705;38.8;-5.278867233694758;0;0;0
7.539;0.0;0.0;-0.0002432415792534949;3.999141357224991;38.8;-5.278866912615873;0;0;0
7.54;0.0;0.0;-0.0002432415792534949;3.999141113983412;38.8;-5.278866591536988;0;0;0
7.541;0.0;0.0;-0.0002432415792534949;3.9991408707418326;38.8;-5.278866270458104;0;0;0
7.542;0.0;0.0;-0.0002432415792534949;3.9991406275002532;38.8;-5.2788659493792185;0;0;0
7.543;0.0;0.0;-0.0002432415792534949;3.999140384258674;38.8;-5.278865628300334;0;0;0
7.544;0.0;0.0;-0.0002432415792534949;3.9991401410170946;38.8;-5.27886530722145;0;0;0
7.545;0.0;0.0;-0.0002432415792534949;3.9991398977755153;38.8;-5.2788649861425645;0;0;0
7.546;0.0;0.0;-0.0002432415792534949;3.999139654533936;38.8;-5.27886466506368;0;0;0
7.547;0.0;0.0;-0.0002432415792534949;3.9991394112923566;38.8;-5.278864343984795;0;0;0
7.548;-3.552713678800501e-15;0.0;-0.0002432415792534949;3.9991391680507773;38.8;-5.2788640229059105;0;0;0
7.549;0.0;-5.1469756292051195e-14;-0.00024324157925354639;3.999138924809198;38.8;-5.278863701827026;0;0;0
7.55;0.0;0.0;-0.00024324157925354639;3.9991386815676186;38.8;-5.278863380748141;0;0;0
7.551;0.0;0.0;-0.00024324157925354639;3.9991384383260393;38.8;-5.2788630596692565;0;0;0
7.552;0.0;0.0;-0.00024324157925354639;3.99913819508446;38.8;-5.278862738590371;0;0;0
7.553;0.0;0.0;-0.00024324157925354639;3.9991379518428807;38.8;-5.278862417511487;0;0;0
7.554;0.0;0.0;-0.00024324157925354639;3.9991377086013014;38.8;-5.2788620964326025;0;0;0
7.555;0.0;0.0;-0.00024324157925354639;3.999137465359722;38.8;-5.278861775353718;0;0;0
7.556;0.0;0.0;-0.00024324157925354639;3.9991372221181427;38.8;-5.278861454274833;0;0;0
7.557;0.0;0.0;-0.00024324157925354639;3.9991369788765634;38.8;-5.2788611331959485;0;0;0
7.558;0.0;0.0;-0.00024324157925354639;3.999136735634984;38.8;-5.278860812117063;0;0;0
7.559;0.0;0.0;-0.00024324157925354639;3.9991364923934047;38.8;-5.278860491038179;0;0;0
7.56;0.0;0.0;-0.00024324157925354639;3.9991362491518254;38.8;-5.2788601699592945;0;0;0
7.561;0.0;0.0;-0.00024324157925354639;3.999136005910246;38.8;-5.278859848880409;0;0;0
7.562;0.0;0.0;-0.00024324157925354639;3.9991357626686668;38.8;-5.278859527801525;0;0;0
7.563;0.0;0.0;-0.00024324157925354639;3.9991355194270874;38.8;-5.27885920672264;0;0;0
7.564;0.0;0.0;-0.00024324157925354639;3.999135276185508;38.8;-5.278858885643755;0;0;0
7.565;0.0;0.0;-0.00024324157925354639;3.999135032943929;38.8;-5.278858564564871;0;0;0
7.566;0.0;0.0;-0.00024324157925354639;3.9991347897023495;38.8;-5.278858243485986;0;0;0
7.567;0.0;0.0;-0.00024324157925354639;3.99913454646077;38.8;-5.278857922407101;0;0;0
7.568;0.0;0.0;-0.00024324157925354639;3.999134303219191;38.8;-5.278857601328216;0;0;0
7.569;0.0;0.0;-0.00024324157925354639;3.9991340599776115;38.8;-5.278857280249332;0;0;0
7.57;0.0;0.0;-0.00024324157925354639;3.999133816736032;38.8;-5.278856959170447;0;0;0
7.571;0.0;0.0;-0.00024324157925354639;3.999133573494453;38.8;-5.278856638091563;0;0;0
7.572;0.0;0.0;-0.00024324157925354639;3.9991333302528735;38.8;-5.278856317012678;0;0;0
7.573;0.0;0.0;-0.00024324157925354639;3.999133087011294;38.8;-5.278855995933792;0;0;0
7.574;0.0;0.0;-0.00024324157925354639;3.999132843769715;38.8;-5.278855674854908;0;0;0
7.575;1.7763568394002505e-15;0.0;-0.00024324157925354639;3.9991326005281356;38.8;-5.278855353776024;0;0;0
7.576;0.0;2.5734878146025597e-14;-0.00024324157925352066;3.9991323572865562;38.8;-5.278855032697139;0;0;0
7.577;0.0;0.0;-0.00024324157925352066;3.999132114044977;38.8;-5.278854711618254;0;0;0
7.578;0.0;0.0;-0.00024324157925352066;3.9991318708033976;38.8;-5.27885439053937;0;0;0
7.579;0.0;0.0;-0.00024324157925352066;3.9991316275618183;38.8;-5.278854069460484;0;0;0
7.58;0.0;0.0;-0.00024324157925352066;3.999131384320239;38.8;-5.2788537483816;0;0;0
7.581;0.0;0.0;-0.00024324157925352066;3.9991311410786596;38.8;-5.278853427302716;0;0;0
7.582;0.0;0.0;-0.00024324157925352066;3.9991308978370803;38.8;-5.27885310622383;0;0;0
7.583;0.0;0.0;-0.00024324157925352066;3.999130654595501;38.8;-5.278852785144946;0;0;0
7.584;0.0;0.0;-0.00024324157925352066;3.9991304113539217;38.8;-5.278852464066061;0;0;0
7.585;0.0;0.0;-0.00024324157925352066;3.9991301681123423;38.8;-5.278852142987176;0;0;0
7.586;0.0;0.0;-0.00024324157925352066;3.999129924870763;38.8;-5.278851821908292;0;0;0
7.587;0.0;0.0;-0.00024324157925352066;3.9991296816291837;38.8;-5.278851500829408;0;0;0
7.588;0.0;0.0;-0.00024324157925352066;3.9991294383876044;38.8;-5.278851179750522;0;0;0
7.589;0.0;0.0;-0.00024324157925352066;3.999129195146025;38.8;-5.278850858671637;0;0;0
7.59;0.0;0.0;-0.00024324157925352066;3.9991289519044457;38.8;-5.278850537592753;0;0;0
7.591;5.329070518200751e-15;0.0;-0.00024324157925352066;3.9991287086628664;38.8;-5.278850216513868;0;0;0
7.592;0.0;7.720463443807678e-14;-0.00024324157925344347;3.999128465421287;38.8;-5.278849895434984;0;0;0
7.593;0.0;0.0;-0.00024324157925344347;3.9991282221797078;38.8;-5.278849574356099;0;0;0
7.594;0.0;0.0;-0.00024324157925344347;3.9991279789381284;38.8;-5.278849253277214;0;0;0
7.595;0.0;0.0;-0.00024324157925344347;3.999127735696549;38.8;-5.278848932198329;0;0;0
7.596;3.552713678800501e-15;0.0;-0.00024324157925344347;3.99912749245497;38.8;-5.278848611119445;0;0;0
7.597;3.552713678800501e-15;5.1469756292051195e-14;-0.000243241579253392;3.9991272492133905;38.8;-5.27884829004056;0;0;0
7.598;0.0;5.1469756292051195e-14;-0.00024324157925334052;3.999127005971811;38.8;-5.278847968961675;0;0;0
7.599;0.0;0.0;-0.00024324157925334052;3.999126762730232;38.8;-5.278847647882791;0;0;0
7.6;0.0;0.0;-0.00024324157925334052;3.9991265194886525;38.8;-5.278847326803906;0;0;0
7.601;0.0;0.0;-0.00024324157925334052;3.999126276247073;38.8;-5.278847005725021;0;0;0
7.602;0.0;0.0;-0.00024324157925334052;3.999126033005494;38.8;-5.278846684646137;0;0;0
7.603;0.0;0.0;-0.00024324157925334052;3.9991257897639145;38.8;-5.278846363567252;0;0;0
7.604;0.0;0.0;-0.00024324157925334052;3.999125546522335;38.8;-5.278846042488367;0;0;0
7.605;0.0;0.0;-0.00024324157925334052;3.999125303280756;38.8;-5.278845721409482;0;0;0
7.606;0.0;0.0;-0.00024324157925334052;3.9991250600391766;38.8;-5.278845400330598;0;0;0
7.607;1.7763568394002505e-15;0.0;-0.00024324157925334052;3.9991248167975972;38.8;-5.278845079251713;0;0;0
7.608;0.0;2.5734878146025597e-14;-0.0002432415792533148;3.999124573556018;38.8;-5.278844758172829;0;0;0
7.609;0.0;0.0;-0.0002432415792533148;3.9991243303144386;38.8;-5.278844437093944;0;0;0
7.61;0.0;0.0;-0.0002432415792533148;3.9991240870728593;38.8;-5.278844116015058;0;0;0
7.611;0.0;0.0;-0.0002432415792533148;3.99912384383128;38.8;-5.278843794936174;0;0;0
7.612;3.552713678800501e-15;0.0;-0.0002432415792533148;3.9991236005897006;38.8;-5.27884347385729;0;0;0
7.613;5.329070518200751e-15;5.1469756292051195e-14;-0.00024324157925326333;3.9991233573481213;38.8;-5.278843152778405;0;0;0
7.614;0.0;7.720463443807678e-14;-0.00024324157925318613;3.999123114106542;38.8;-5.27884283169952;0;0;0
7.615;0.0;0.0;-0.00024324157925318613;3.9991228708649627;38.8;-5.278842510620636;0;0;0
7.616;0.0;0.0;-0.00024324157925318613;3.9991226276233833;38.8;-5.27884218954175;0;0;0
7.617;0.0;0.0;-0.00024324157925318613;3.999122384381804;38.8;-5.278841868462866;0;0;0
7.618;5.329070518200751e-15;0.0;-0.00024324157925318613;3.9991221411402247;38.8;-5.278841547383982;0;0;0
7.619;0.0;7.720463443807678e-14;-0.00024324157925310894;3.9991218978986454;38.8;-5.278841226305096;0;0;0
7.62;0.0;0.0;-0.00024324157925310894;3.999121654657066;38.8;-5.278840905226212;0;0;0
7.621;0.0;0.0;-0.00024324157925310894;3.9991214114154867;38.8;-5.278840584147327;0;0;0
7.622;0.0;0.0;-0.00024324157925310894;3.9991211681739074;38.8;-5.278840263068442;0;0;0
7.623;0.0;0.0;-0.00024324157925310894;3.999120924932328;38.8;-5.278839941989558;0;0;0
7.624;0.0;0.0;-0.00024324157925310894;3.9991206816907487;38.8;-5.278839620910674;0;0;0
7.625;0.0;0.0;-0.00024324157925310894;3.9991204384491694;38.8;-5.278839299831788;0;0;0
7.626;0.0;0.0;-0.00024324157925310894;3.99912019520759;38.8;-5.278838978752903;0;0;0
7.627;0.0;0.0;-0.00024324157925310894;3.9991199519660108;38.8;-5.278838657674019;0;0;0
7.628;0.0;0.0;-0.00024324157925310894;3.9991197087244315;38.8;-5.2788383365951335;0;0;0
7.629;0.0;0.0;-0.00024324157925310894;3.999119465482852;38.8;-5.27883801551625;0;0;0
7.63;0.0;0.0;-0.00024324157925310894;3.999119222241273;38.8;-5.278837694437365;0;0;0
7.631;0.0;0.0;-0.00024324157925310894;3.9991189789996935;38.8;-5.27883737335848;0;0;0
7.632;0.0;0.0;-0.00024324157925310894;3.999118735758114;38.8;-5.278837052279595;0;0;0
7.633;-3.552713678800501e-15;0.0;-0.00024324157925310894;3.999118492516535;38.8;-5.27883673120071;0;0;0
7.634;3.552713678800501e-15;-5.1469756292051195e-14;-0.0002432415792531604;3.9991182492749555;38.8;-5.278836410121826;0;0;0
7.635;0.0;5.1469756292051195e-14;-0.00024324157925310894;3.999118006033376;38.8;-5.278836089042941;0;0;0
7.636;0.0;0.0;-0.00024324157925310894;3.999117762791797;38.8;-5.278835767964057;0;0;0
7.637;0.0;0.0;-0.00024324157925310894;3.9991175195502175;38.8;-5.2788354468851715;0;0;0
7.638;0.0;0.0;-0.00024324157925310894;3.9991172763086382;38.8;-5.278835125806287;0;0;0
7.639;0.0;0.0;-0.00024324157925310894;3.999117033067059;38.8;-5.278834804727402;0;0;0
7.64;1.7763568394002505e-15;0.0;-0.00024324157925310894;3.9991167898254796;38.8;-5.278834483648518;0;0;0
7.641;0.0;2.5734878146025597e-14;-0.00024324157925308321;3.9991165465839003;38.8;-5.278834162569633;0;0;0
7.642;0.0;0.0;-0.00024324157925308321;3.999116303342321;38.8;-5.278833841490748;0;0;0
7.643;0.0;0.0;-0.00024324157925308321;3.9991160601007416;38.8;-5.2788335204118635;0;0;0
7.644;0.0;0.0;-0.00024324157925308321;3.9991158168591623;38.8;-5.278833199332978;0;0;0
7.645;0.0;0.0;-0.00024324157925308321;3.999115573617583;38.8;-5.278832878254095;0;0;0
7.646;0.0;0.0;-0.00024324157925308321;3.9991153303760036;38.8;-5.2788325571752095;0;0;0
7.647;0.0;0.0;-0.00024324157925308321;3.9991150871344243;38.8;-5.278832236096325;0;0;0
7.648;0.0;0.0;-0.00024324157925308321;3.999114843892845;38.8;-5.27883191501744;0;0;0
7.649;-1.7763568394002505e-15;0.0;-0.00024324157925308321;3.9991146006512657;38.8;-5.278831593938555;0;0;0
7.65;0.0;-2.5734878146025597e-14;-0.00024324157925310894;3.9991143574096863;38.8;-5.27883127285967;0;0;0
7.651;0.0;0.0;-0.00024324157925310894;3.999114114168107;38.8;-5.278830951780786;0;0;0
7.652;0.0;0.0;-0.00024324157925310894;3.9991138709265277;38.8;-5.2788306307019015;0;0;0
7.653;0.0;0.0;-0.00024324157925310894;3.9991136276849484;38.8;-5.278830309623016;0;0;0
7.654;0.0;0.0;-0.00024324157925310894;3.999113384443369;38.8;-5.278829988544132;0;0;0
7.655;-5.329070518200751e-15;0.0;-0.00024324157925310894;3.9991131412017897;38.8;-5.278829667465247;0;0;0
7.656;0.0;-7.720463443807678e-14;-0.00024324157925318613;3.9991128979602104;38.8;-5.278829346386362;0;0;0
7.657;0.0;0.0;-0.00024324157925318613;3.999112654718631;38.8;-5.278829025307478;0;0;0
7.658;0.0;0.0;-0.00024324157925318613;3.9991124114770518;38.8;-5.278828704228593;0;0;0
7.659;0.0;0.0;-0.00024324157925318613;3.9991121682354724;38.8;-5.278828383149708;0;0;0
7.66;-5.329070518200751e-15;0.0;-0.00024324157925318613;3.999111924993893;38.8;-5.278828062070823;0;0;0
7.661;-3.552713678800501e-15;-7.720463443807678e-14;-0.00024324157925326333;3.999111681752314;38.8;-5.278827740991939;0;0;0
7.662;0.0;-5.1469756292051195e-14;-0.0002432415792533148;3.9991114385107345;38.8;-5.278827419913054;0;0;0
7.663;0.0;0.0;-0.0002432415792533148;3.999111195269155;38.8;-5.278827098834169;0;0;0
7.664;0.0;0.0;-0.0002432415792533148;3.999110952027576;38.8;-5.278826777755285;0;0;0
7.665;0.0;0.0;-0.0002432415792533148;3.9991107087859965;38.8;-5.278826456676399;0;0;0
7.666;0.0;0.0;-0.0002432415792533148;3.999110465544417;38.8;-5.278826135597515;0;0;0
7.667;0.0;0.0;-0.0002432415792533148;3.999110222302838;38.8;-5.278825814518631;0;0;0
7.668;0.0;0.0;-0.0002432415792533148;3.9991099790612585;38.8;-5.278825493439746;0;0;0
7.669;0.0;0.0;-0.0002432415792533148;3.999109735819679;38.8;-5.278825172360861;0;0;0
7.67;0.0;0.0;-0.0002432415792533148;3.9991094925781;38.8;-5.278824851281977;0;0;0
7.671;-1.7763568394002505e-15;0.0;-0.0002432415792533148;3.9991092493365206;38.8;-5.278824530203091;0;0;0
7.672;0.0;-2.5734878146025597e-14;-0.00024324157925334052;3.9991090060949412;38.8;-5.278824209124207;0;0;0
7.673;0.0;0.0;-0.00024324157925334052;3.999108762853362;38.8;-5.278823888045323;0;0;0
7.674;0.0;0.0;-0.00024324157925334052;3.9991085196117826;38.8;-5.278823566966437;0;0;0
7.675;0.0;0.0;-0.00024324157925334052;3.9991082763702033;38.8;-5.278823245887553;0;0;0
7.676;0.0;0.0;-0.00024324157925334052;3.999108033128624;38.8;-5.278822924808668;0;0;0
7.677;-1.7763568394002505e-15;0.0;-0.00024324157925334052;3.9991077898870446;38.8;-5.278822603729783;0;0;0
7.678;0.0;-2.5734878146025597e-14;-0.00024324157925336624;3.9991075466454653;38.8;-5.278822282650899;0;0;0
7.679;0.0;0.0;-0.00024324157925336624;3.999107303403886;38.8;-5.278821961572014;0;0;0
7.68;0.0;0.0;-0.00024324157925336624;3.9991070601623067;38.8;-5.278821640493129;0;0;0
7.681;0.0;0.0;-0.00024324157925336624;3.9991068169207273;38.8;-5.278821319414244;0;0;0
7.682;-5.329070518200751e-15;0.0;-0.00024324157925336624;3.999106573679148;38.8;-5.27882099833536;0;0;0
7.683;0.0;-7.720463443807678e-14;-0.00024324157925344344;3.9991063304375687;38.8;-5.278820677256475;0;0;0
7.684;0.0;0.0;-0.00024324157925344344;3.9991060871959894;38.8;-5.278820356177591;0;0;0
7.685;0.0;0.0;-0.00024324157925344344;3.99910584395441;38.8;-5.278820035098706;0;0;0
7.686;0.0;0.0;-0.00024324157925344344;3.9991056007128307;38.8;-5.2788197140198205;0;0;0
7.687;0.0;0.0;-0.00024324157925344344;3.9991053574712514;38.8;-5.278819392940936;0;0;0
7.688;0.0;0.0;-0.00024324157925344344;3.999105114229672;38.8;-5.278819071862052;0;0;0
7.689;0.0;0.0;-0.00024324157925344344;3.9991048709880928;38.8;-5.278818750783167;0;0;0
7.69;0.0;0.0;-0.00024324157925344344;3.9991046277465134;38.8;-5.278818429704282;0;0;0
7.691;0.0;0.0;-0.00024324157925344344;3.999104384504934;38.8;-5.278818108625398;0;0;0
7.692;0.0;0.0;-0.00024324157925344344;3.999104141263355;38.8;-5.2788177875465125;0;0;0
7.693;0.0;0.0;-0.00024324157925344344;3.9991038980217755;38.8;-5.278817466467628;0;0;0
7.694;0.0;0.0;-0.00024324157925344344;3.999103654780196;38.8;-5.278817145388744;0;0;0
7.695;0.0;0.0;-0.00024324157925344344;3.999103411538617;38.8;-5.2788168243098585;0;0;0
7.696;0.0;0.0;-0.00024324157925344344;3.9991031682970375;38.8;-5.278816503230974;0;0;0
7.697;0.0;0.0;-0.00024324157925344344;3.999102925055458;38.8;-5.278816182152089;0;0;0
7.698;0.0;0.0;-0.00024324157925344344;3.999102681813879;38.8;-5.2788158610732046;0;0;0
7.699;0.0;0.0;-0.00024324157925344344;3.9991024385722995;38.8;-5.27881553999432;0;0;0
7.7;0.0;0.0;-0.00024324157925344344;3.99910219533072;38.8;-5.278815218915436;0;0;0
7.701;0.0;0.0;-0.00024324157925344344;3.999101952089141;38.8;-5.278814897836551;0;0;0
7.702;0.0;0.0;-0.00024324157925344344;3.9991017088475616;38.8;-5.278814576757665;0;0;0
7.703;0.0;0.0;-0.00024324157925344344;3.9991014656059822;38.8;-5.278814255678781;0;0;0
7.704;0.0;0.0;-0.00024324157925344344;3.999101222364403;38.8;-5.278813934599897;0;0;0
7.705;0.0;0.0;-0.00024324157925344344;3.9991009791228236;38.8;-5.278813613521012;0;0;0
7.706;0.0;0.0;-0.00024324157925344344;3.9991007358812443;38.8;-5.278813292442127;0;0;0
7.707;0.0;0.0;-0.00024324157925344344;3.999100492639665;38.8;-5.278812971363243;0;0;0
7.708;0.0;0.0;-0.00024324157925344344;3.9991002493980856;38.8;-5.278812650284357;0;0;0
7.709;1.7763568394002505e-15;0.0;-0.00024324157925344344;3.9991000061565063;38.8;-5.278812329205473;0;0;0
7.71;0.0;2.5734878146025597e-14;-0.00024324157925341772;3.999099762914927;38.8;-5.278812008126589;0;0;0
7.711;0.0;0.0;-0.00024324157925341772;3.9990995196733476;38.8;-5.278811687047703;0;0;0
7.712;0.0;0.0;-0.00024324157925341772;3.9990992764317683;38.8;-5.278811365968819;0;0;0
7.713;0.0;0.0;-0.00024324157925341772;3.999099033190189;38.8;-5.278811044889934;0;0;0
7.714;0.0;0.0;-0.00024324157925341772;3.9990987899486097;38.8;-5.278810723811049;0;0;0
7.715;0.0;0.0;-0.00024324157925341772;3.9990985467070304;38.8;-5.278810402732165;0;0;0
7.716;0.0;0.0;-0.00024324157925341772;3.999098303465451;38.8;-5.27881008165328;0;0;0
7.717;0.0;0.0;-0.00024324157925341772;3.9990980602238717;38.8;-5.278809760574395;0;0;0
7.718;0.0;0.0;-0.00024324157925341772;3.9990978169822924;38.8;-5.27880943949551;0;0;0
7.719;0.0;0.0;-0.00024324157925341772;3.999097573740713;38.8;-5.278809118416626;0;0;0
7.72;1.7763568394002505e-15;0.0;-0.00024324157925341772;3.9990973304991337;38.8;-5.278808797337741;0;0;0
7.721;0.0;2.5734878146025597e-14;-0.000243241579253392;3.9990970872575544;38.8;-5.278808476258857;0;0;0
7.722;0.0;0.0;-0.000243241579253392;3.999096844015975;38.8;-5.278808155179972;0;0;0
7.723;0.0;0.0;-0.000243241579253392;3.9990966007743958;38.8;-5.2788078341010864;0;0;0
7.724;0.0;0.0;-0.000243241579253392;3.9990963575328164;38.8;-5.278807513022202;0;0;0
7.725;0.0;0.0;-0.000243241579253392;3.999096114291237;38.8;-5.278807191943318;0;0;0
7.726;0.0;0.0;-0.000243241579253392;3.999095871049658;38.8;-5.278806870864433;0;0;0
7.727;0.0;0.0;-0.000243241579253392;3.9990956278080785;38.8;-5.278806549785548;0;0;0
7.728;0.0;0.0;-0.000243241579253392;3.999095384566499;38.8;-5.278806228706664;0;0;0
7.729;0.0;0.0;-0.000243241579253392;3.99909514132492;38.8;-5.2788059076277785;0;0;0
