time [сек];Mz;epsilon;omega;alpha;Iт;delta_р.в.;Mzp;V;Lp
2.979;1.7763568394002505e-15;2.5734878146025597e-14;7.666420199700711e-14;4.0;38.8;-5.28;0;0;0
2.98;1.7763568394002505e-15;2.5734878146025597e-14;7.668993687515314e-14;4.0;38.8;-5.28;0;0;0
2.981;1.7763568394002505e-15;2.5734878146025597e-14;7.671567175329916e-14;4.0;38.8;-5.28;0;0;0
2.982;1.7763568394002505e-15;2.5734878146025597e-14;7.674140663144518e-14;4.0;38.8;-5.28;0;0;0
2.983;1.7763568394002505e-15;2.5734878146025597e-14;7.676714150959121e-14;4.0;38.8;-5.28;0;0;0
2.984;1.7763568394002505e-15;2.5734878146025597e-14;7.679287638773723e-14;4.0;38.8;-5.28;0;0;0
2.985;1.7763568394002505e-15;2.5734878146025597e-14;7.681861126588326e-14;4.0;38.8;-5.28;0;0;0
2.986;1.7763568394002505e-15;2.5734878146025597e-14;7.684434614402928e-14;4.0;38.8;-5.28;0;0;0
2.987;1.7763568394002505e-15;2.5734878146025597e-14;7.68700810221753e-14;4.0;38.8;-5.28;0;0;0
2.988;1.7763568394002505e-15;2.5734878146025597e-14;7.689581590032133e-14;4.0;38.8;-5.28;0;0;0
2.989;1.7763568394002505e-15;2.5734878146025597e-14;7.692155077846735e-14;4.0;38.8;-5.28;0;0;0
2.99;1.7763568394002505e-15;2.5734878146025597e-14;7.694728565661338e-14;4.0;38.8;-5.28;0;0;0
2.991;1.7763568394002505e-15;2.5734878146025597e-14;7.69730205347594e-14;4.0;38.8;-5.28;0;0;0
2.992;1.7763568394002505e-15;2.5734878146025597e-14;7.699875541290543e-14;4.0;38.8;-5.28;0;0;0
2.993;1.7763568394002505e-15;2.5734878146025597e-14;7.702449029105145e-14;4.0;38.8;-5.28;0;0;0
2.994;1.7763568394002505e-15;2.5734878146025597e-14;7.705022516919748e-14;4.0;38.8;-5.28;0;0;0
2.995;1.7763568394002505e-15;2.5734878146025597e-14;7.70759600473435e-14;4.0;38.8;-5.28;0;0;0
2.996;1.7763568394002505e-15;2.5734878146025597e-14;7.710169492548952e-14;4.0;38.8;-5.28;0;0;0
2.997;1.7763568394002505e-15;2.5734878146025597e-14;7.712742980363555e-14;4.0;38.8;-5.28;0;0;0
2.998;1.7763568394002505e-15;2.5734878146025597e-14;7.715316468178157e-14;4.0;38.8;-5.28;0;0;0
2.999;1.7763568394002505e-15;2.5734878146025597e-14;7.71788995599276e-14;4.0;38.8;-5.28;0;0;0
3.0;1.7763568394002505e-15;2.5734878146025597e-14;7.720463443807362e-14;4.0;38.8;-5.28;0;0;0
3.001;1.7763568394002505e-15;2.5734878146025597e-14;7.723036931621965e-14;4.0;38.8;-5.28;0;0;0
3.002;1.7763568394002505e-15;2.5734878146025597e-14;7.725610419436567e-14;4.0;38.8;-5.28;0;0;0
3.003;1.7763568394002505e-15;2.5734878146025597e-14;7.72818390725117e-14;4.0;38.8;-5.28;0;0;0
3.004;1.7763568394002505e-15;2.5734878146025597e-14;7.730757395065772e-14;4.0;38.8;-5.28;0;0;0
3.005;1.7763568394002505e-15;2.5734878146025597e-14;7.733330882880374e-14;4.0;38.8;-5.28;0;0;0
3.006;1.7763568394002505e-15;2.5734878146025597e-14;7.735904370694977e-14;4.0;38.8;-5.28;0;0;0
3.007;1.7763568394002505e-15;2.5734878146025597e-14;7.738477858509579e-14;4.0;38.8;-5.28;0;0;0
3.008;1.7763568394002505e-15;2.5734878146025597e-14;7.741051346324182e-14;4.0;38.8;-5.28;0;0;0
3.009;1.7763568394002505e-15;2.5734878146025597e-14;7.743624834138784e-14;4.0;38.8;-5.28;0;0;0
3.01;1.7763568394002505e-15;2.5734878146025597e-14;7.746198321953386e-14;4.0;38.8;-5.28;0;0;0
3.011;1.7763568394002505e-15;2.5734878146025597e-14;7.748771809767989e-14;4.0;38.8;-5.28;0;0;0
3.012;1.7763568394002505e-15;2.5734878146025597e-14;7.751345297582591e-14;4.0;38.8;-5.28;0;0;0
3.013;1.7763568394002505e-15;2.5734878146025597e-14;7.753918785397194e-14;4.0;38.8;-5.28;0;0;0
3.014;1.7763568394002505e-15;2.5734878146025597e-14;7.756492273211796e-14;4.0;38.8;-5.28;0;0;0
3.015;1.7763568394002505e-15;2.5734878146025597e-14;7.759065761026398e-14;4.0;38.8;-5.28;0;0;0
3.016;1.7763568394002505e-15;2.5734878146025597e-14;7.761639248841001e-14;4.0;38.8;-5.28;0;0;0
3.017;1.7763568394002505e-15;2.5734878146025597e-14;7.764212736655603e-14;4.0;38.8;-5.28;0;0;0
3.018;1.7763568394002505e-15;2.5734878146025597e-14;7.766786224470206e-14;4.0;38.8;-5.28;0;0;0
3.019;1.7763568394002505e-15;2.5734878146025597e-14;7.769359712284808e-14;4.0;38.8;-5.28;0;0;0
3.02;1.7763568394002505e-15;2.5734878146025597e-14;7.77193320009941e-14;4.0;38.8;-5.28;0;0;0
3.021;1.7763568394002505e-15;2.5734878146025597e-14;7.774506687914013e-14;4.0;38.8;-5.28;0;0;0
3.022;1.7763568394002505e-15;2.5734878146025597e-14;7.777080175728615e-14;4.0;38.8;-5.28;0;0;0
3.023;1.7763568394002505e-15;2.5734878146025597e-14;7.779653663543218e-14;4.0;38.8;-5.28;0;0;0
3.024;1.7763568394002505e-15;2.5734878146025597e-14;7.78222715135782e-14;4.0;38.8;-5.28;0;0;0
3.025;1.7763568394002505e-15;2.5734878146025597e-14;7.784800639172423e-14;4.0;38.8;-5.28;0;0;0
3.026;1.7763568394002505e-15;2.5734878146025597e-14;7.787374126987025e-14;4.0;38.8;-5.28;0;0;0
3.027;1.7763568394002505e-15;2.5734878146025597e-14;7.789947614801628e-14;4.0;38.8;-5.28;0;0;0
3.028;1.7763568394002505e-15;2.5734878146025597e-14;7.79252110261623e-14;4.0;38.8;-5.28;0;0;0
3.029;1.7763568394002505e-15;2.5734878146025597e-14;7.795094590430832e-14;4.0;38.8;-5.28;0;0;0
3.03;1.7763568394002505e-15;2.5734878146025597e-14;7.797668078245435e-14;4.0;38.8;-5.28;0;0;0
3.031;1.7763568394002505e-15;2.5734878146025597e-14;7.800241566060037e-14;4.0;38.8;-5.28;0;0;0
3.032;1.7763568394002505e-15;2.5734878146025597e-14;7.80281505387464e-14;4.0;38.8;-5.28;0;0;0
3.033;1.7763568394002505e-15;2.5734878146025597e-14;7.805388541689242e-14;4.0;38.8;-5.28;0;0;0
3.034;1.7763568394002505e-15;2.5734878146025597e-14;7.807962029503845e-14;4.0;38.8;-5.28;0;0;0
3.035;1.7763568394002505e-15;2.5734878146025597e-14;7.810535517318447e-14;4.0;38.8;-5.28;0;0;0
3.036;1.7763568394002505e-15;2.5734878146025597e-14;7.81310900513305e-14;4.0;38.8;-5.28;0;0;0
3.037;1.7763568394002505e-15;2.5734878146025597e-14;7.815682492947652e-14;4.0;38.8;-5.28;0;0;0
3.038;1.7763568394002505e-15;2.5734878146025597e-14;7.818255980762254e-14;4.0;38.8;-5.28;0;0;0
3.039;1.7763568394002505e-15;2.5734878146025597e-14;7.820829468576857e-14;4.0;38.8;-5.28;0;0;0
3.04;1.7763568394002505e-15;2.5734878146025597e-14;7.823402956391459e-14;4.0;38.8;-5.28;0;0;0
3.041;1.7763568394002505e-15;2.5734878146025597e-14;7.825976444206062e-14;4.0;38.8;-5.28;0;0;0
3.042;1.7763568394002505e-15;2.5734878146025597e-14;7.828549932020664e-14;4.0;38.8;-5.28;0;0;0
3.043;1.7763568394002505e-15;2.5734878146025597e-14;7.831123419835266e-14;4.0;38.8;-5.28;0;0;0
3.044;1.7763568394002505e-15;2.5734878146025597e-14;7.833696907649869e-14;4.0;38.8;-5.28;0;0;0
3.045;1.7763568394002505e-15;2.5734878146025597e-14;7.836270395464471e-14;4.0;38.8;-5.28;0;0;0
3.046;1.7763568394002505e-15;2.5734878146025597e-14;7.838843883279074e-14;4.0;38.8;-5.28;0;0;0
3.047;1.7763568394002505e-15;2.5734878146025597e-14;7.841417371093676e-14;4.0;38.8;-5.28;0;0;0
3.048;1.7763568394002505e-15;2.5734878146025597e-14;7.843990858908279e-14;4.0;38.8;-5.28;0;0;0
3.049;1.7763568394002505e-15;2.5734878146025597e-14;7.846564346722881e-14;4.0;38.8;-5.28;0;0;0
3.05;1.7763568394002505e-15;2.5734878146025597e-14;7.849137834537483e-14;4.0;38.8;-5.28;0;0;0
3.051;1.7763568394002505e-15;2.5734878146025597e-14;7.851711322352086e-14;4.0;38.8;-5.28;0;0;0
3.052;1.7763568394002505e-15;2.5734878146025597e-14;7.854284810166688e-14;4.0;38.8;-5.28;0;0;0
3.053;1.7763568394002505e-15;2.5734878146025597e-14;7.856858297981291e-14;4.0;38.8;-5.28;0;0;0
3.054;1.7763568394002505e-15;2.5734878146025597e-14;7.859431785795893e-14;4.0;38.8;-5.28;0;0;0
3.055;1.7763568394002505e-15;2.5734878146025597e-14;7.862005273610496e-14;4.0;38.8;-5.28;0;0;0
3.056;1.7763568394002505e-15;2.5734878146025597e-14;7.864578761425098e-14;4.0;38.8;-5.28;0;0;0
3.057;1.7763568394002505e-15;2.5734878146025597e-14;7.8671522492397e-14;4.0;38.8;-5.28;0;0;0
3.058;1.7763568394002505e-15;2.5734878146025597e-14;7.869725737054303e-14;4.0;38.8;-5.28;0;0;0
3.059;1.7763568394002505e-15;2.5734878146025597e-14;7.872299224868905e-14;4.0;38.8;-5.28;0;0;0
3.06;1.7763568394002505e-15;2.5734878146025597e-14;7.874872712683508e-14;4.0;38.8;-5.28;0;0;0
3.061;1.7763568394002505e-15;2.5734878146025597e-14;7.87744620049811e-14;4.0;38.8;-5.28;0;0;0
3.062;1.7763568394002505e-15;2.5734878146025597e-14;7.880019688312713e-14;4.0;38.8;-5.28;0;0;0
3.063;1.7763568394002505e-15;2.5734878146025597e-14;7.882593176127315e-14;4.0;38.8;-5.28;0;0;0
3.064;1.7763568394002505e-15;2.5734878146025597e-14;7.885166663941917e-14;4.0;38.8;-5.28;0;0;0
3.065;1.7763568394002505e-15;2.5734878146025597e-14;7.88774015175652e-14;4.0;38.8;-5.28;0;0;0
3.066;1.7763568394002505e-15;2.5734878146025597e-14;7.890313639571122e-14;4.0;38.8;-5.28;0;0;0
3.067;1.7763568394002505e-15;2.5734878146025597e-14;7.892887127385725e-14;4.0;38.8;-5.28;0;0;0
3.068;1.7763568394002505e-15;2.5734878146025597e-14;7.895460615200327e-14;4.0;38.8;-5.28;0;0;0
3.069;1.7763568394002505e-15;2.5734878146025597e-14;7.89803410301493e-14;4.0;38.8;-5.28;0;0;0
3.07;1.7763568394002505e-15;2.5734878146025597e-14;7.900607590829532e-14;4.0;38.8;-5.28;0;0;0
3.071;1.7763568394002505e-15;2.5734878146025597e-14;7.903181078644134e-14;4.0;38.8;-5.28;0;0;0
3.072;1.7763568394002505e-15;2.5734878146025597e-14;7.905754566458737e-14;4.0;38.8;-5.28;0;0;0
3.073;1.7763568394002505e-15;2.5734878146025597e-14;7.908328054273339e-14;4.0;38.8;-5.28;0;0;0
3.074;1.7763568394002505e-15;2.5734878146025597e-14;7.910901542087942e-14;4.0;38.8;-5.28;0;0;0
3.075;1.7763568394002505e-15;2.5734878146025597e-14;7.913475029902544e-14;4.0;38.8;-5.28;0;0;0
3.076;1.7763568394002505e-15;2.5734878146025597e-14;7.916048517717146e-14;4.0;38.8;-5.28;0;0;0
3.077;1.7763568394002505e-15;2.5734878146025597e-14;7.918622005531749e-14;4.0;38.8;-5.28;0;0;0
3.078;1.7763568394002505e-15;2.5734878146025597e-14;7.921195493346351e-14;4.0;38.8;-5.28;0;0;0
3.079;1.7763568394002505e-15;2.5734878146025597e-14;7.923768981160954e-14;4.0;38.8;-5.28;0;0;0
3.08;1.7763568394002505e-15;2.5734878146025597e-14;7.926342468975556e-14;4.0;38.8;-5.28;0;0;0
3.081;1.7763568394002505e-15;2.5734878146025597e-14;7.928915956790159e-14;4.0;38.8;-5.28;0;0;0
3.082;1.7763568394002505e-15;2.5734878146025597e-14;7.931489444604761e-14;4.0;38.8;-5.28;0;0;0
3.083;1.7763568394002505e-15;2.5734878146025597e-14;7.934062932419363e-14;4.0;38.8;-5.28;0;0;0
3.084;1.7763568394002505e-15;2.5734878146025597e-14;7.936636420233966e-14;4.0;38.8;-5.28;0;0;0
3.085;1.7763568394002505e-15;2.5734878146025597e-14;7.939209908048568e-14;4.0;38.8;-5.28;0;0;0
3.086;1.7763568394002505e-15;2.5734878146025597e-14;7.941783395863171e-14;4.0;38.8;-5.28;0;0;0
3.087;1.7763568394002505e-15;2.5734878146025597e-14;7.944356883677773e-14;4.0;38.8;-5.28;0;0;0
3.088;1.7763568394002505e-15;2.5734878146025597e-14;7.946930371492376e-14;4.0;38.8;-5.28;0;0;0
3.089;1.7763568394002505e-15;2.5734878146025597e-14;7.949503859306978e-14;4.0;38.8;-5.28;0;0;0
3.09;1.7763568394002505e-15;2.5734878146025597e-14;7.95207734712158e-14;4.0;38.8;-5.28;0;0;0
3.091;1.7763568394002505e-15;2.5734878146025597e-14;7.954650834936183e-14;4.0;38.8;-5.28;0;0;0
3.092;1.7763568394002505e-15;2.5734878146025597e-14;7.957224322750785e-14;4.0;38.8;-5.28;0;0;0
3.093;1.7763568394002505e-15;2.5734878146025597e-14;7.959797810565388e-14;4.0;38.8;-5.28;0;0;0
3.094;1.7763568394002505e-15;2.5734878146025597e-14;7.96237129837999e-14;4.0;38.8;-5.28;0;0;0
3.095;1.7763568394002505e-15;2.5734878146025597e-14;7.964944786194593e-14;4.0;38.8;-5.28;0;0;0
3.096;1.7763568394002505e-15;2.5734878146025597e-14;7.967518274009195e-14;4.0;38.8;-5.28;0;0;0
3.097;1.7763568394002505e-15;2.5734878146025597e-14;7.970091761823797e-14;4.0;38.8;-5.28;0;0;0
3.098;1.7763568394002505e-15;2.5734878146025597e-14;7.9726652496384e-14;4.0;38.8;-5.28;0;0;0
3.099;1.7763568394002505e-15;2.5734878146025597e-14;7.975238737453002e-14;4.0;38.8;-5.28;0;0;0
3.1;1.7763568394002505e-15;2.5734878146025597e-14;7.977812225267605e-14;4.0;38.8;-5.28;0;0;0
3.101;1.7763568394002505e-15;2.5734878146025597e-14;7.980385713082207e-14;4.0;38.8;-5.28;0;0;0
3.102;1.7763568394002505e-15;2.5734878146025597e-14;7.98295920089681e-14;4.0;38.8;-5.28;0;0;0
3.103;1.7763568394002505e-15;2.5734878146025597e-14;7.985532688711412e-14;4.0;38.8;-5.28;0;0;0
3.104;1.7763568394002505e-15;2.5734878146025597e-14;7.988106176526014e-14;4.0;38.8;-5.28;0;0;0
3.105;1.7763568394002505e-15;2.5734878146025597e-14;7.990679664340617e-14;4.0;38.8;-5.28;0;0;0
3.106;1.7763568394002505e-15;2.5734878146025597e-14;7.993253152155219e-14;4.0;38.8;-5.28;0;0;0
3.107;1.7763568394002505e-15;2.5734878146025597e-14;7.995826639969822e-14;4.0;38.8;-5.28;0;0;0
3.108;1.7763568394002505e-15;2.5734878146025597e-14;7.998400127784424e-14;4.0;38.8;-5.28;0;0;0
3.109;1.7763568394002505e-15;2.5734878146025597e-14;8.000973615599027e-14;4.0;38.8;-5.28;0;0;0
3.11;1.7763568394002505e-15;2.5734878146025597e-14;8.003547103413629e-14;4.0;38.8;-5.28;0;0;0
3.111;1.7763568394002505e-15;2.5734878146025597e-14;8.006120591228231e-14;4.0;38.8;-5.28;0;0;0
3.112;1.7763568394002505e-15;2.5734878146025597e-14;8.008694079042834e-14;4.0;38.8;-5.28;0;0;0
3.113;1.7763568394002505e-15;2.5734878146025597e-14;8.011267566857436e-14;4.0;38.8;-5.28;0;0;0
3.114;1.7763568394002505e-15;2.5734878146025597e-14;8.013841054672039e-14;4.0;38.8;-5.28;0;0;0
3.115;1.7763568394002505e-15;2.5734878146025597e-14;8.016414542486641e-14;4.0;38.8;-5.28;0;0;0
3.116;1.7763568394002505e-15;2.5734878146025597e-14;8.018988030301244e-14;4.0;38.8;-5.28;0;0;0
3.117;1.7763568394002505e-15;2.5734878146025597e-14;8.021561518115846e-14;4.0;38.8;-5.28;0;0;0
3.118;1.7763568394002505e-15;2.5734878146025597e-14;8.024135005930448e-14;4.0;38.8;-5.28;0;0;0
3.119;1.7763568394002505e-15;2.5734878146025597e-14;8.026708493745051e-14;4.0;38.8;-5.28;0;0;0
3.12;1.7763568394002505e-15;2.5734878146025597e-14;8.029281981559653e-14;4.0;38.8;-5.28;0;0;0
3.121;1.7763568394002505e-15;2.5734878146025597e-14;8.031855469374256e-14;4.0;38.8;-5.28;0;0;0
3.122;1.7763568394002505e-15;2.5734878146025597e-14;8.034428957188858e-14;4.0;38.8;-5.28;0;0;0
3.123;1.7763568394002505e-15;2.5734878146025597e-14;8.03700244500346e-14;4.0;38.8;-5.28;0;0;0
3.124;1.7763568394002505e-15;2.5734878146025597e-14;8.039575932818063e-14;4.0;38.8;-5.28;0;0;0
3.125;1.7763568394002505e-15;2.5734878146025597e-14;8.042149420632665e-14;4.0;38.8;-5.28;0;0;0
3.126;1.7763568394002505e-15;2.5734878146025597e-14;8.044722908447268e-14;4.0;38.8;-5.28;0;0;0
3.127;1.7763568394002505e-15;2.5734878146025597e-14;8.04729639626187e-14;4.0;38.8;-5.28;0;0;0
3.128;1.7763568394002505e-15;2.5734878146025597e-14;8.049869884076473e-14;4.0;38.8;-5.28;0;0;0
3.129;1.7763568394002505e-15;2.5734878146025597e-14;8.052443371891075e-14;4.0;38.8;-5.28;0;0;0
3.13;1.7763568394002505e-15;2.5734878146025597e-14;8.055016859705678e-14;4.0;38.8;-5.28;0;0;0
3.131;1.7763568394002505e-15;2.5734878146025597e-14;8.05759034752028e-14;4.0;38.8;-5.28;0;0;0
3.132;1.7763568394002505e-15;2.5734878146025597e-14;8.060163835334882e-14;4.0;38.8;-5.28;0;0;0
3.133;1.7763568394002505e-15;2.5734878146025597e-14;8.062737323149485e-14;4.0;38.8;-5.28;0;0;0
3.134;1.7763568394002505e-15;2.5734878146025597e-14;8.065310810964087e-14;4.0;38.8;-5.28;0;0;0
3.135;1.7763568394002505e-15;2.5734878146025597e-14;8.06788429877869e-14;4.0;38.8;-5.28;0;0;0
3.136;1.7763568394002505e-15;2.5734878146025597e-14;8.070457786593292e-14;4.0;38.8;-5.28;0;0;0
3.137;1.7763568394002505e-15;2.5734878146025597e-14;8.073031274407894e-14;4.0;38.8;-5.28;0;0;0
3.138;1.7763568394002505e-15;2.5734878146025597e-14;8.075604762222497e-14;4.0;38.8;-5.28;0;0;0
3.139;1.7763568394002505e-15;2.5734878146025597e-14;8.078178250037099e-14;4.0;38.8;-5.28;0;0;0
3.14;1.7763568394002505e-15;2.5734878146025597e-14;8.080751737851702e-14;4.0;38.8;-5.28;0;0;0
3.141;1.7763568394002505e-15;2.5734878146025597e-14;8.083325225666304e-14;4.0;38.8;-5.28;0;0;0
3.142;1.7763568394002505e-15;2.5734878146025597e-14;8.085898713480907e-14;4.0;38.8;-5.28;0;0;0
3.143;1.7763568394002505e-15;2.5734878146025597e-14;8.088472201295509e-14;4.0;38.8;-5.28;0;0;0
3.144;1.7763568394002505e-15;2.5734878146025597e-14;8.091045689110111e-14;4.0;38.8;-5.28;0;0;0
3.145;1.7763568394002505e-15;2.5734878146025597e-14;8.093619176924714e-14;4.0;38.8;-5.28;0;0;0
3.146;1.7763568394002505e-15;2.5734878146025597e-14;8.096192664739316e-14;4.0;38.8;-5.28;0;0;0
3.147;1.7763568394002505e-15;2.5734878146025597e-14;8.098766152553919e-14;4.0;38.8;-5.28;0;0;0
3.148;1.7763568394002505e-15;2.5734878146025597e-14;8.101339640368521e-14;4.0;38.8;-5.28;0;0;0
3.149;1.7763568394002505e-15;2.5734878146025597e-14;8.103913128183124e-14;4.0;38.8;-5.28;0;0;0
3.15;1.7763568394002505e-15;2.5734878146025597e-14;8.106486615997726e-14;4.0;38.8;-5.28;0;0;0
3.151;1.7763568394002505e-15;2.5734878146025597e-14;8.109060103812328e-14;4.0;38.8;-5.28;0;0;0
3.152;1.7763568394002505e-15;2.5734878146025597e-14;8.111633591626931e-14;4.0;38.8;-5.28;0;0;0
3.153;1.7763568394002505e-15;2.5734878146025597e-14;8.114207079441533e-14;4.0;38.8;-5.28;0;0;0
3.154;1.7763568394002505e-15;2.5734878146025597e-14;8.116780567256136e-14;4.0;38.8;-5.28;0;0;0
3.155;1.7763568394002505e-15;2.5734878146025597e-14;8.119354055070738e-14;4.0;38.8;-5.28;0;0;0
3.156;1.7763568394002505e-15;2.5734878146025597e-14;8.12192754288534e-14;4.0;38.8;-5.28;0;0;0
3.157;1.7763568394002505e-15;2.5734878146025597e-14;8.124501030699943e-14;4.0;38.8;-5.28;0;0;0
3.158;1.7763568394002505e-15;2.5734878146025597e-14;8.127074518514545e-14;4.0;38.8;-5.28;0;0;0
3.159;1.7763568394002505e-15;2.5734878146025597e-14;8.129648006329148e-14;4.0;38.8;-5.28;0;0;0
3.16;1.7763568394002505e-15;2.5734878146025597e-14;8.13222149414375e-14;4.0;38.8;-5.28;0;0;0
3.161;1.7763568394002505e-15;2.5734878146025597e-14;8.134794981958353e-14;4.0;38.8;-5.28;0;0;0
3.162;1.7763568394002505e-15;2.5734878146025597e-14;8.137368469772955e-14;4.0;38.8;-5.28;0;0;0
3.163;1.7763568394002505e-15;2.5734878146025597e-14;8.139941957587558e-14;4.0;38.8;-5.28;0;0;0
3.164;1.7763568394002505e-15;2.5734878146025597e-14;8.14251544540216e-14;4.0;38.8;-5.28;0;0;0
3.165;1.7763568394002505e-15;2.5734878146025597e-14;8.145088933216762e-14;4.0;38.8;-5.28;0;0;0
3.166;1.7763568394002505e-15;2.5734878146025597e-14;8.147662421031365e-14;4.0;38.8;-5.28;0;0;0
3.167;1.7763568394002505e-15;2.5734878146025597e-14;8.150235908845967e-14;4.0;38.8;-5.28;0;0;0
3.168;1.7763568394002505e-15;2.5734878146025597e-14;8.15280939666057e-14;4.0;38.8;-5.28;0;0;0
3.169;1.7763568394002505e-15;2.5734878146025597e-14;8.155382884475172e-14;4.0;38.8;-5.28;0;0;0
3.17;1.7763568394002505e-15;2.5734878146025597e-14;8.157956372289775e-14;4.0;38.8;-5.28;0;0;0
3.171;1.7763568394002505e-15;2.5734878146025597e-14;8.160529860104377e-14;4.0;38.8;-5.28;0;0;0
3.172;1.7763568394002505e-15;2.5734878146025597e-14;8.16310334791898e-14;4.0;38.8;-5.28;0;0;0
3.173;1.7763568394002505e-15;2.5734878146025597e-14;8.165676835733582e-14;4.0;38.8;-5.28;0;0;0
3.174;1.7763568394002505e-15;2.5734878146025597e-14;8.168250323548184e-14;4.0;38.8;-5.28;0;0;0
3.175;1.7763568394002505e-15;2.5734878146025597e-14;8.170823811362787e-14;4.0;38.8;-5.28;0;0;0
3.176;1.7763568394002505e-15;2.5734878146025597e-14;8.173397299177389e-14;4.0;38.8;-5.28;0;0;0
3.177;1.7763568394002505e-15;2.5734878146025597e-14;8.175970786991992e-14;4.0;38.8;-5.28;0;0;0
3.178;1.7763568394002505e-15;2.5734878146025597e-14;8.178544274806594e-14;4.0;38.8;-5.28;0;0;0
3.179;1.7763568394002505e-15;2.5734878146025597e-14;8.181117762621196e-14;4.0;38.8;-5.28;0;0;0
3.18;1.7763568394002505e-15;2.5734878146025597e-14;8.183691250435799e-14;4.0;38.8;-5.28;0;0;0
3.181;1.7763568394002505e-15;2.5734878146025597e-14;8.186264738250401e-14;4.0;38.8;-5.28;0;0;0
3.182;1.7763568394002505e-15;2.5734878146025597e-14;8.188838226065004e-14;4.0;38.8;-5.28;0;0;0
3.183;1.7763568394002505e-15;2.5734878146025597e-14;8.191411713879606e-14;4.0;38.8;-5.28;0;0;0
3.184;1.7763568394002505e-15;2.5734878146025597e-14;8.193985201694209e-14;4.0;38.8;-5.28;0;0;0
3.185;1.7763568394002505e-15;2.5734878146025597e-14;8.196558689508811e-14;4.0;38.8;-5.28;0;0;0
3.186;1.7763568394002505e-15;2.5734878146025597e-14;8.199132177323413e-14;4.0;38.8;-5.28;0;0;0
3.187;1.7763568394002505e-15;2.5734878146025597e-14;8.201705665138016e-14;4.0;38.8;-5.28;0;0;0
3.188;1.7763568394002505e-15;2.5734878146025597e-14;8.204279152952618e-14;4.0;38.8;-5.28;0;0;0
3.189;1.7763568394002505e-15;2.5734878146025597e-14;8.206852640767221e-14;4.0;38.8;-5.28;0;0;0
3.19;1.7763568394002505e-15;2.5734878146025597e-14;8.209426128581823e-14;4.0;38.8;-5.28;0;0;0
3.191;1.7763568394002505e-15;2.5734878146025597e-14;8.211999616396426e-14;4.0;38.8;-5.28;0;0;0
3.192;1.7763568394002505e-15;2.5734878146025597e-14;8.214573104211028e-14;4.0;38.8;-5.28;0;0;0
3.193;1.7763568394002505e-15;2.5734878146025597e-14;8.21714659202563e-14;4.0;38.8;-5.28;0;0;0
3.194;1.7763568394002505e-15;2.5734878146025597e-14;8.219720079840233e-14;4.0;38.8;-5.28;0;0;0
3.195;1.7763568394002505e-15;2.5734878146025597e-14;8.222293567654835e-14;4.0;38.8;-5.28;0;0;0
3.196;1.7763568394002505e-15;2.5734878146025597e-14;8.224867055469438e-14;4.0;38.8;-5.28;0;0;0
3.197;1.7763568394002505e-15;2.5734878146025597e-14;8.22744054328404e-14;4.0;38.8;-5.28;0;0;0
3.198;1.7763568394002505e-15;2.5734878146025597e-14;8.230014031098642e-14;4.0;38.8;-5.28;0;0;0
3.199;1.7763568394002505e-15;2.5734878146025597e-14;8.232587518913245e-14;4.0;38.8;-5.28;0;0;0
3.2;1.7763568394002505e-15;2.5734878146025597e-14;8.235161006727847e-14;4.0;38.8;-5.28;0;0;0
3.201;1.7763568394002505e-15;2.5734878146025597e-14;8.23773449454245e-14;4.0;38.8;-5.28;0;0;0
3.202;1.7763568394002505e-15;2.5734878146025597e-14;8.240307982357052e-14;4.0;38.8;-5.28;0;0;0
3.203;1.7763568394002505e-15;2.5734878146025597e-14;8.242881470171655e-14;4.0;38.8;-5.28;0;0;0
3.204;1.7763568394002505e-15;2.5734878146025597e-14;8.245454957986257e-14;4.0;38.8;-5.28;0;0;0
3.205;1.7763568394002505e-15;2.5734878146025597e-14;8.24802844580086e-14;4.0;38.8;-5.28;0;0;0
3.206;1.7763568394002505e-15;2.5734878146025597e-14;8.250601933615462e-14;4.0;38.8;-5.28;0;0;0
3.207;1.7763568394002505e-15;2.5734878146025597e-14;8.253175421430064e-14;4.0;38.8;-5.28;0;0;0
3.208;1.7763568394002505e-15;2.5734878146025597e-14;8.255748909244667e-14;4.0;38.8;-5.28;0;0;0
3.209;1.7763568394002505e-15;2.5734878146025597e-14;8.258322397059269e-14;4.0;38.8;-5.28;0;0;0
3.21;1.7763568394002505e-15;2.5734878146025597e-14;8.260895884873872e-14;4.0;38.8;-5.28;0;0;0
3.211;1.7763568394002505e-15;2.5734878146025597e-14;8.263469372688474e-14;4.0;38.8;-5.28;0;0;0
3.212;1.7763568394002505e-15;2.5734878146025597e-14;8.266042860503076e-14;4.0;38.8;-5.28;0;0;0
3.213;1.7763568394002505e-15;2.5734878146025597e-14;8.268616348317679e-14;4.0;38.8;-5.28;0;0;0
3.214;1.7763568394002505e-15;2.5734878146025597e-14;8.271189836132281e-14;4.0;38.8;-5.28;0;0;0
3.215;1.7763568394002505e-15;2.5734878146025597e-14;8.273763323946884e-14;4.0;38.8;-5.28;0;0;0
3.216;1.7763568394002505e-15;2.5734878146025597e-14;8.276336811761486e-14;4.0;38.8;-5.28;0;0;0
3.217;1.7763568394002505e-15;2.5734878146025597e-14;8.278910299576089e-14;4.0;38.8;-5.28;0;0;0
3.218;1.7763568394002505e-15;2.5734878146025597e-14;8.281483787390691e-14;4.0;38.8;-5.28;0;0;0
